,content
766,　　内饰上，全新卡罗拉涡轮增压与全新卡罗拉1.8L车型进行全新设计，除了此前的象牙色升级为亚麻色之外，多处采用质感细腻的缎面镀铬设计，加上带智能手机互联功能的8英寸多媒体显示系统以及多媒体导航系统，以及一如既往的宽敞格局和舒适乘坐感受，营造出一个高雅精致的驾乘空间。
767,　　动力方面，双循环直喷涡轮增压发动机D-4T最高输出功率及扭矩分别为85kW和185N•m，具有动力优、燃油经济性强、可靠性高的优势。采用双VVT-i技术的全新卡罗拉1.8L发动机，同样将为用户带来更强动力储备与出色的燃油经济性。
768,"　　,中新网,4月18日电 4月17日，“正青春•致未来——2017奇瑞之夜”在上海开启。奇瑞20年的技术与品牌积淀震撼亮相，诠释前瞻造车理念的瑞虎轿跑概念SUV横空出世，瑞虎7 SPORT版车型压轴上市……一个接一个惊喜点燃“奇瑞之夜”，在现在与未来的交织“对话”中，打开了一个精彩无限的“明日奇瑞”。"
769,"　　,“从现在到未来” 的技术盛宴"
770,　　“奇瑞之夜”活动现场，舞台与绚烂灯光营造的两座“技术之城”、“未来之城”矗立相望，它们一个代表着奇瑞现阶段的最新技术研发成果，一个代表着未来技术战略规划。奇瑞汽车副总经理白雷蒙(Raymond Bierzynski)、奇瑞上海技术中心动总总监苏大明(Damien Sotty)、奇瑞汽车总经理助理兼产品技术中心执行总监陆惟一博士以及奇瑞汽车造型执行总监詹姆斯•霍普(James Hope)轮番登场，通过“现在对话未来”的形式，深入解读奇瑞平台技术、动力技术、智能科技以及瑞虎品牌概念车的设计理念，技术亮点和未来规划，带给大家一场精彩纷呈的技术盛宴。
771,　　这些支撑正向开发的关键技术，向人们展示了奇瑞对未来人车生活方式的深度思考，以及创造“FUN 精彩无限”品牌核心价值的实力。从现场发布的技术成果来看，奇瑞战略转型2.0阶段覆盖SUV与轿车产品的T1X、M1X等多车型平台，到未来3.0阶段将进一步形成拥有包括A3X、M3X等在内的多车型平台，建立可衍生不同类型产品、兼容不同使用功能、支撑不同能源驱动的“平台矩阵”。奇瑞第二代动力总成技术以应用在艾瑞泽7和瑞虎7上的1.5 TCI发动机、即将搭载瑞虎7 SPORT版的DCT变速箱为代表；第三代动总技术还将推出1.2TGDI、1.6TGDI发动机和多款新能源动力系统，实现动力性和经济性的完美平衡，为奇瑞下一代产品提供收放自如的澎湃动力。
772,　　顺应人工智能、大数据、云计算的大潮，奇瑞在成功开发出自动驾驶汽车、车载互联等智能互联技术的基础上，正着力开发下一代自动驾驶技术，以及以超视距探测V2X技术(V2X是车与车V2V、车与交通基础设置通信V2I、车与人通讯V2P的统称)、眼球跟踪、面部识别、增强现实(AR)等“黑科技”为支撑的智能互联技术，构建以用户体验为核心的智能移动出行新生态。这些充满科幻风、未来感的先进智能技术，都计划在2020年之前陆续量产应用到奇瑞新一代产品上。
773,"　　,瑞虎概念车震撼演绎未来SUV"
774,　　今年“奇瑞之夜”的重头戏，是一款全新的概念车——瑞虎轿跑概念SUV亮相发布。它代表了奇瑞在品牌、设计和技术方面的前瞻视野，诠释了奇瑞对未来瑞虎SUV的畅想。
775,　　正如奇瑞营销公司执行副总兼品牌战略部长彼得•穆勒(Peter Mueller)在开场时所说，奇瑞成立以来的20年，是中国汽车市场快速增长和发生巨大变化的20年。年轻一代消费者日渐崛起，他们正是奇瑞的目标人群。因此，奇瑞这几年以艾瑞泽5、瑞虎7、瑞虎3x为代表的新一代产品在2.0战略下变得更加年轻时尚。从去年北京车展发布的奇瑞品牌展望概念车——FV2030，到今年的瑞虎轿跑概念SUV，奇瑞一直希望以更加前瞻的视野前进，为引领汽车发展潮流而努力。
776,　　瑞虎轿跑概念SUV轮廓是coupe造型，充满运动感，长轴距让这它看起来更稳。四个车门采用对开门设计，不仅外型时尚酷炫，功能上也更方便后排乘客进出。设计师将奇瑞H•D•S灵性动感水流车身造型的设计理念进一步沿用到这台车上，同时汲取了日常潮流消费品中的一些流行元素和时尚界设计元素，大量使用轻量化材质、可呼吸材质等，搭配明亮的色彩，彰显出奇瑞前瞻、独特的设计DNA。
777,　　这款概念车的诸多技术细节都能体现出匠心独运。例如，多功能方向盘既可以作为普通方向盘操控，还可以在自动驾驶模式下，作为游戏操作杆来玩虚拟视频游戏，配合4D座椅的波动和旋转和可摘取便携蓝牙耳机，实现逼真的游戏体验。
778,　　可以说，具有前瞻视野的瑞虎轿跑概念SUV充分诠释了“FUN TO DRIVE”的品牌形象，传达了年轻、时尚、运动、创新的气息，体现了奇瑞对年轻消费者的深刻洞察。
779,　　瑞虎7 SPORT 澎湃上市为青春喝彩
780,　　每一个令人振奋的未来都是从脚下的现实启航。如果说瑞虎轿跑概念SUV让人们看到了未来的瑞虎SUV，那么“奇瑞之夜”当晚宣告上市的瑞虎7 SPORT版车型，则让人们看到了梦想如何一步步成真，以及触手可及的精彩车生活。
781,"　　瑞虎7 SPORT定位为“SUV驾控专家”，可谓瑞虎7车型的最强引擎版。1.5T涡轮增压发动机搭载DCT双离合变速器，最大功率108千瓦，峰值扭矩210牛米，百公里油耗仅为6.3L。SPORT版车型在动力性、舒适性、配置、燃油经济性上相比其他车型得到进一步提升。在外观上，瑞虎7 SPORT采用全新设计的运动保险杠，并进行熏黑处理。尾部设计依然厚重，尾排采用双边共两出矩形排气管。新车采用19寸多辐式运动轮圈，整体外观独具越野气质。瑞虎7 SPORT现场公布的售价为109,900元-150,900元。"
782,　　带着青春、运动气息的瑞虎7 SPORT版，也是今年“20岁”的奇瑞，送给自己的一份生日礼物。自2010年启动战略转型“三步走”以来，奇瑞坚持走品质与品牌提升的内涵式发展之路，希望未来成为与外资品牌在全球市场竞争的百年企业。在战略转型1.0阶段，奇瑞成功建立了以V字型流程为核心的正向开发体系，筑牢与外资品牌同台竞争的“基本功”。如今的2.0阶段，奇瑞进一步把正向体系从研发，向采购、生产、营销等其他运营体系深入推进，深化全体系能力建设。未来的3.0阶段，奇瑞将继续深化全球市场布局，进入真正核心的海外发达市场，成为具有竞争力的全球化公司。
783,　　穿越20年时光的“奇瑞之夜”，走进崭新时代的“全新一天”。奇瑞用精彩的技术和品牌实力，展示了对市场和消费者日趋深入的洞察，诠释着“FUN 精彩无限”的品牌核心价值。
784,"　　,中新网,4月18日电   日前，由联合电动与TMC俱乐部联合举办的2017北京春季电动汽车定速集结赛落下帷幕。众多新能源车主们现实体验了一把安静的、绿色的速度与激情。"
785,　　据悉，本次集结赛是从北京朝阳公园出发，终点设在昌平区的红栌山庄，全程45.2公里，分TMC组与联合电动组。采用积分方式，比赛途中设有“春暖花开”“斤斤计较”“丛林探宝”“火眼金睛”等家庭运动会项目，通过拍照、采摘、寻宝等多种方式增加赛事的多样性和趣味性。
786,　　众所周知，一般的汽车拉力赛都是以竞速为主，但本次赛事不同于以往的汽车拉力赛，是将竞技与娱乐进行结合，将专业性与大众性相互融合，考验参赛手是否能够准确按照比赛规定时间(精确到秒)到达终点。
787,　　本次集结赛是在不封闭的公共道路上遵照国家交通法规，按照规定的时间和路线行驶，不以竞速为目的。比赛用时2小时，发车间隔1分钟，沿途完成4项任务，全程120分钟，计时精确到秒，以最接近120分钟到达的车手获胜。准时到达按照100分计算，提前到达的每秒钟扣2分，延时到达的每秒钟扣1分。
788,　　本次赛事奖品由北京优合同创管理咨询有限公司提供。据介绍，电动汽车城市集结赛还会在北京持续举办，呼吁广大车主一起为降低大气污染，推进共享经济和智能化城市建设贡献力量。
789,"　　,中新网,上海4月18日电 (郑莹莹)中国汽车行业发展何以实现“弯道超车”？同济大学校长、中国工程院院士钟志华18日于此间举行的首届“汽车创行者大会”上给出答案：“互联网+新能源”正是一个非常好的机会。"
790,　　“中国的汽车制造技术，与国外差距越来越小，但在很长一段时间，我们在品牌建设等诸多方面尚需加强”，钟志华说。他并强调颠覆性技术将给汽车行业带来非常大的挑战，同时，不同行业和技术的交叉，将释放很大的能量，中国可借机遇进行汽车行业顶层设计。
